region,ticks,in_p95_set,memcpy,memset,armCopyMem32,get_fat.isra.0,f_lseek,f_read,_dvmCacheCopy,_dvmDiscCacheReadWrite,_ntrcardRomReadSector,ndsAudioBgmReadPacket,ndsAudioBgmReadExact,ndsAudioBgmWorkerMain,ndsAudioBgmUpdate,ndsAudioBgmPrepareBuffer,ndsRelocNormalizeFighterAObj16File,ndsRelocAssetIDForToken,ndsRelocAssetFindEntry,sniprintf,ndsRelocAssetLoadData,ndsRelocAssetLoadIntoZeroedHeap,ndsRelocFinalizeLoadedFile,ndsRelocRegisterLoadedFile,ndsRelocApplyWordByteSwap,ndsFighterMarioFoxDLAllDrawForSlot.constprop.0,ndsRendererCommitNativeStageSegment,ndsRendererNativeEmitProductionPrimitiveGroups,ndsRendererExecuteNativeFighterOwnerProduction,ndsRendererNativeStageLoadNoZMatrix,ndsRendererNativeStageEmitNoZTriangle,ndsRendererNativeStageEmitNoZVertex.isra.0,ndsRendererNativePrepareProductionRun,ndsRendererMtxMulAffine20p12
182,1055666,0,113,104,12,753,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
183,930420,0,103,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
184,1020141,0,104,124,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,52
185,867868,0,103,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
186,873391,0,103,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
187,870900,0,103,74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
188,867674,0,103,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
189,880994,0,103,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
190,874343,0,103,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
191,877973,0,103,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
192,915973,0,115,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
193,1070202,0,117,123,0,0,0,0,0,0,0,0,0,0,2,0,2,8,2,2,0,0,2,2,0,2,8,54,2,47,27,81,67,55
194,917711,0,115,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
195,1212072,1,113,131,10,156,1,3,10,9,0,0,0,0,2,0,1,5,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,53
196,1030347,0,115,127,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
197,990636,0,115,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
198,967965,0,115,94,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
199,947913,0,103,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
200,909257,0,103,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
201,911472,0,103,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
202,935522,0,107,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
203,928756,0,115,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
204,1010988,0,125,76,12,754,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
205,934046,0,115,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
206,933287,0,115,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
207,929291,0,115,77,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
208,1007667,0,116,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
209,908393,0,103,74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
210,1005246,0,103,106,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
211,919391,0,103,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
212,1115052,0,105,107,7,228,1,3,7,6,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
213,961932,0,103,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
214,967942,0,103,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
215,966121,0,103,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
216,969595,0,103,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
217,961128,0,103,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
218,933846,0,104,70,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
219,989547,0,103,80,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
220,920611,0,103,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
221,939769,0,103,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
222,1211202,1,180,71,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
223,1339262,1,150,120,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
224,856331,0,105,58,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
225,933315,0,115,64,12,755,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
226,964980,0,105,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
227,1264450,1,185,75,8,156,1,3,8,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
228,914467,0,103,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
229,1109654,0,104,122,5,886,1,1,5,5,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
230,940154,0,103,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
231,923146,0,103,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
232,910337,0,103,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
233,904069,0,103,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
234,901379,0,103,74,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
235,909368,0,103,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
236,909707,0,103,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
237,956861,0,103,90,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
238,1028646,0,112,103,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
239,923656,0,131,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
240,939279,0,131,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
241,923876,0,131,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
242,989105,0,131,115,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
243,1093169,0,133,132,5,96,1,3,5,4,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
244,979229,0,131,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
245,1047625,0,141,92,12,756,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
246,932759,0,131,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
247,1020692,0,131,111,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
248,951945,0,131,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
249,1198417,1,138,131,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,63
250,889951,0,133,72,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,63
251,922541,0,133,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,63
252,966882,0,113,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
253,977816,0,111,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
254,1182089,0,156,90,8,155,1,3,8,8,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
255,1121903,0,148,97,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
256,950765,0,111,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
257,959775,0,111,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
258,908502,0,111,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
259,897227,0,111,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
260,901156,0,111,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
261,921523,0,111,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
262,941792,0,111,93,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
263,944646,0,111,96,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
264,941581,0,111,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
265,948022,0,111,95,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
266,1032159,0,121,94,12,757,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
267,937510,0,111,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
268,1071211,0,112,132,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
269,1155113,0,125,109,15,1115,2,6,15,15,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
270,960399,0,115,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
271,983224,0,115,114,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
272,914110,0,115,61,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
273,988742,0,115,96,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
274,896709,0,115,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
275,959947,0,115,108,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
276,1148348,0,123,102,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,59
277,823488,0,118,54,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
278,960772,0,126,70,11,105,2,4,11,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,59
279,924217,0,106,68,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
280,996391,0,104,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,52
281,1422873,1,145,118,22,1815,2,6,22,20,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,56
282,843416,0,106,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
283,864867,0,106,51,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
284,882481,0,106,73,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
285,935082,0,108,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
286,950692,0,108,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
287,1016323,0,118,67,12,758,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
288,928758,0,108,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
289,963243,0,108,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
290,981270,0,108,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
291,1020471,0,108,125,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
292,1024125,0,108,123,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
293,1029664,0,108,136,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
294,1034507,0,108,142,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
295,1030769,0,108,130,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
296,1045959,0,108,143,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
297,1029712,0,112,138,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
298,1123970,0,113,179,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
299,1071220,0,112,143,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
300,1060213,0,113,117,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,54
301,974193,0,112,83,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
302,989380,0,112,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
303,1044123,0,112,137,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
304,986117,0,112,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
305,1001051,0,112,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
306,985008,0,112,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
307,1002224,0,112,98,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
308,991206,0,112,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
309,1187159,0,123,124,15,887,2,4,15,15,0,1,2,0,2,1,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
310,1009251,0,112,118,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
311,998955,0,112,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
312,1056943,0,108,128,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
313,1102124,0,112,144,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
314,1043320,0,112,137,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
315,1041961,0,112,141,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
316,984015,0,112,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
317,941504,0,108,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
318,946158,0,112,76,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
319,1065485,0,116,106,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,57
320,957451,0,115,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
321,999933,0,115,115,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
322,969661,0,108,101,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
323,992971,0,115,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,57
324,1421434,1,161,136,12,1045,2,4,12,12,0,0,0,0,2,0,1,5,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,54
325,965837,0,112,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
326,965444,0,112,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
327,980253,0,108,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
328,1056678,0,113,105,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
329,976194,0,112,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
330,1050158,0,122,87,12,760,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
331,965548,0,112,82,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
332,976639,0,108,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
333,974373,0,112,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
334,973041,0,112,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
335,958078,0,112,85,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
336,982999,0,112,87,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
337,967313,0,108,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
338,980300,0,113,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
339,947693,0,112,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
340,942726,0,112,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
341,1514465,1,130,174,4,227,1,2,4,4,0,0,0,0,2,0,2,10,2,2,0,0,2,2,0,2,8,54,2,47,27,81,67,59
342,1070862,0,121,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,58
343,1132713,0,113,123,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,54
344,975783,0,112,88,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
345,972402,0,112,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
346,973581,0,112,92,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
347,1086359,0,108,116,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
348,982213,0,112,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
349,992959,0,112,86,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
350,975569,0,112,78,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
351,1052382,0,122,79,12,761,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
352,973192,0,108,89,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
353,1580209,1,221,121,9,168,1,3,9,8,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,54
354,1503836,1,231,92,10,921,1,3,10,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
355,977155,0,112,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
356,1236734,1,173,84,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
357,1209275,1,172,81,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,53
358,1128874,0,113,119,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
359,1349938,1,170,116,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
360,1271985,1,173,104,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
361,1052533,0,117,113,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,56
362,1228050,1,170,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
363,1190410,0,166,90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
364,1085177,0,113,120,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
365,1194665,1,163,91,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,55
366,1305579,1,156,110,0,0,0,0,0,0,0,0,0,0,2,0,1,4,1,1,0,0,1,1,0,2,8,54,2,47,27,81,67,55
367,964188,0,109,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
368,1224180,1,158,79,12,762,1,3,12,12,0,1,2,0,2,1,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
369,1112314,0,151,79,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,8,54,2,47,27,81,67,54
